사업장명,지번주소,도로명주소,도로명우편번호,소재지우편번호,좌표정보(X),좌표정보(Y),위도,경도
한접시,서울특별시 마포구 합정동 410-20,"서울특별시 마포구 독막로 53 (합정동, 1층 우측)",04048,121-883,192778.7855568,449539.27321717,37.54829006342527,126.91907312813136
스택(STACK),서울특별시 마포구 동교동 203-50 정암빌딩,"서울특별시 마포구 동교로25길 23, 정암빌딩 1층 일부호 (동교동)",03992,121-819,192963.263833606,450638.113960595,37.558193073143876,126.92115044188127
예당,서울특별시 서초구 서초동 1541-1 사랑의교회 13층,"서울특별시 서초구 반포대로 121, 사랑의교회 13층 (서초동)",06655,137-872,200579.241047228,443236.01212579,37.49151950939125,127.00735065857855
동순루,서울특별시 성동구 하왕십리동 992,,,133-858,202393.687550703,450986.948824775,37.56136015749351,127.02789555047892
대성정육식당,서울특별시 송파구 잠실동 210-53,서울특별시 송파구 석촌호수로12길 1-6 (잠실동),05564,138-862,207543.71266559,445184.948657942,37.50905078527542,127.0861320675714
엘리팝 충무로점,서울특별시 중구 충무로4가 132-3,서울특별시 중구 퇴계로 209 (충무로4가),04557,100-862,199495.153221359,451041.976434801,37.56185897832088,126.99508530565826
김명자 굴국밥,서울특별시 마포구 도화동 173 삼창프라자빌딩,"서울특별시 마포구 마포대로 63-8, 삼창프라자빌딩 지1층 61,62,63,64호 (도화동)",04157,121-812,195324.793653981,448885.430093289,37.542414741660366,126.94789199865083
라운지목화 합정관,서울특별시 마포구 서교동 399-9,"서울특별시 마포구 양화로6길 57-12, 1층 (서교동)",04047,121-840,192669.383194723,449648.516083399,37.54927358105872,126.91783386522641
이온정,서울특별시 송파구 문정동 634 가든파이브라이프,"서울특별시 송파구 충민로 66, 가든파이브라이프 지하1층 T-B1042호 (문정동)",05838,138-960,210986.460698452,441725.293491662,37.47784123159178,127.12502361828501
원조부안집 덕성여대점,서울특별시 강북구 우이동 71-36 1층 102호,"서울특별시 강북구 삼양로 533-28, 1층 102호 (우이동)",01009,142-892,201004.619815013,461021.463233256,37.65178235090234,127.01218565419776
김승현스시,서울특별시 관악구 봉천동 1685-20,"서울특별시 관악구 남부순환로 1913, 1층 (봉천동)",08742,151-849,196571.376338921,441754.121622412,37.47815994387568,126.96203247181808
남현동김밥,서울특별시 관악구 남현동 1081-14,"서울특별시 관악구 남현길 48, 1층층 (남현동)",08805,151-802,197834.181511634,441387.190238411,37.47485732503231,126.97631211688257
전주집고모네,서울특별시 관악구 신림동 1640-38 양지순대촌,"서울특별시 관악구 신림로59길 12, 양지순대촌 2층 201,202호 (신림동)",08776,151-930,193654.690899311,442350.522803581,37.4835187205828,126.9290483206384
프롬하츠커피 신촌점,서울특별시 서대문구 창천동 2-14 지하1층~지상3층,"서울특별시 서대문구 연세로12길 19, 지하1~지상3층 (창천동)",03776,120-833,194469.982990875,450755.860259093,37.559264350068496,126.93820425660735
가마치 통닭(독립문역점),서울특별시 서대문구 영천동 278,"서울특별시 서대문구 통일로 203-1, 1층 (영천동)",03734,120-070,196472.739619678,452113.046976794,37.57150369807304,126.96086746111115
마우디 브런치 바 (Maudie Brunch Bar),서울특별시 서대문구 연희동 194-30 브라운스톤연희,"서울특별시 서대문구 연희로 82, 브라운스톤연희 a 102호 (연희동)",03726,120-830,193762.64108662,451445.274814853,37.56547209566485,126.93019180678388
본죽&비빔밥사당남현점,서울특별시 관악구 남현동 1058-6,"서울특별시 관악구 남현길 7, 1층 103호 (남현동)",08806,151-800,197958.524057933,441542.490987188,37.476257032702385,126.97771756861648
어바웃 포레스트,서울특별시 강남구 삼성동 113-24,"서울특별시 강남구 선릉로108길 31, 지상1층 101호 (삼성동)",06153,135-874,204055.176237698,445343.77301436,37.510503867911616,127.04667175040517
망원 술집,서울특별시 마포구 망원동 57-419,"서울특별시 마포구 월드컵로 99-1, 1층 우측호 (망원동)",04012,121-820,191847.837708879,450582.054620428,37.55767873444924,126.90852545294723
삼산회관,서울특별시 양천구 목동 609-22 정목빌딩,"서울특별시 양천구 목동중앙북로7가길 10, 1층 101호 (목동, 정목빌딩)",07946,158-811,188172.017847017,449614.068537704,37.54891644277007,126.86693443828014
부대냉삼 이백집,"서울특별시 강서구 마곡동 799-4 마곡지웰타워 114,115호","서울특별시 강서구 공항대로 200, 마곡지웰타워 1층 114,115호 (마곡동)",07631,157-210,184865.68815993,450758.165943878,37.55917744189739,126.8294909278717
화덕돌곱창 잠실직영점,서울특별시 송파구 잠실동 191-9 건영빌딩,"서울특별시 송파구 백제고분로7길 24-14, 건영빌딩 1층 (잠실동)",05560,138-862,207144.734956722,445314.190415467,37.51021855700077,127.08162021907455
스시J,서울특별시 송파구 장지동 895 송파와이즈더샵,"서울특별시 송파구 위례광장로 270, 1층 Y-129호 (장지동, 송파와이즈더샵)",05852,138-926,212609.377447603,441586.029967716,37.47656560638848,127.1433714620106
비에이치씨 한강광나루1호점,서울특별시 강동구 천호동 483-8,"서울특별시 강동구 한강남자전거길 3646, 2층 (천호동)",,134-874,210521.84184835,449248.744901725,37.5456403688896,127.11987785105751
한우짝갈비,서울특별시 강동구 성내동 438-11,"서울특별시 강동구 양재대로85길 30, 1층 102호 (성내동)",05405,134-846,211692.194590204,446959.181297857,37.52499513199576,127.13308649478219
솔티 상일점,서울특별시 강동구 고덕동 210-1 고덕센트럴푸르지오,"서울특별시 강동구 고덕로 399, 메가스퀘어동 1층 120호 (고덕동, 고덕센트럴푸르지오)",05222,134-801,214956.131343654,450617.923583608,37.55791664153775,127.17008935141367
수화커피호프,서울특별시 강동구 성내동 407-4,"서울특별시 강동구 천호대로170길 75, 지1층 (성내동)",05389,134-888,211605.30413324,447773.884825222,37.53233748831963,127.13211628005789
알촌 마곡점,서울특별시 강서구 내발산동 750-10 웨스트엔드중정 106호,"서울특별시 강서구 수명로 68-35, 웨스트엔드중정 1층 106호 (내발산동)",07635,157-937,184623.198956871,450094.659934382,37.553194642490716,126.82676004887178
노북경,서울특별시 구로구 가리봉동 89-158,"서울특별시 구로구 디지털로27길 123, 1층 (가리봉동)",08385,152-800,189959.580578261,442508.556830638,37.48491000757999,126.88726254601458
우드사이드커피,서울특별시 은평구 신사동 339-13,"서울특별시 은평구 증산로15길 8, 1층 (신사동)",03448,122-891,192171.215009997,454076.491140097,37.58916956572694,126.91214844707775
냉철한삼겹 화곡동점,서울특별시 강서구 화곡동 929-4 1층,"서울특별시 강서구 강서로5나길 115, 1층 (화곡동)",07780,157-910,185945.171101719,447332.601844375,37.52832704067415,126.8417754010874
오늘,서울특별시 구로구 구로동 650-4 SK허브수,"서울특별시 구로구 구일로10길 27, SK허브수 A동 1층 123,124호 (구로동)",08323,152-720,188674.995072188,443749.503020388,37.49607734340775,126.87271734198696
편장군족발,서울특별시 구로구 신도림동 692 디큐브시티,"서울특별시 구로구 경인로 662, 지하2층 (신도림동, 디큐브시티)",08209,152-706,190107.045415333,445157.626366229,37.508782398435066,126.88889446682775
제이제이,서울특별시 성북구 보문동7가 70,"서울특별시 성북구 보문로13가길 7, 지1층 (보문동7가)",02873,136-087,201810.174347432,453123.821241444,37.58061666777138,127.02129569933555
스시흥,서울특별시 금천구 시흥동 985-8 신라상가,"서울특별시 금천구 시흥대로 149, 신라상가 2층 203호 (시흥동)",08638,153-863,191341.238749155,438365.613175801,37.447591659022144,126.90293504384162
객주현 가산디지털단지역점,서울특별시 금천구 가산동 43-1,"서울특별시 금천구 벚꽃로38길 5, 3층 301호 (가산동)",08509,153-800,189616.142056546,442201.740263751,37.482141477989956,126.88338326388023
소울버튼 스테이지(Soulbutton stage),서울특별시 마포구 서교동 361-6,"서울특별시 마포구 와우산로18길 21, 지1층 (서교동)",04067,121-837,193201.659573033,449878.932065817,37.5513539248403,126.92385590003948
파라다이스 온다,서울특별시 관악구 봉천동 1673-7,"서울특별시 관악구 행운1길 33, 1층 (봉천동)",08739,151-849,196150.332139555,442005.12738749,37.48042011258676,126.95727040435771
사부링,서울특별시 관악구 신림동 1433-102,"서울특별시 관악구 남부순환로 1591, 2층 (신림동)",08759,151-892,193506.453613619,442451.538877664,37.484427950879,126.92737118894806
씨에씨에 마라탕,서울특별시 관악구 봉천동 1717-3 관악푸르지오,"서울특별시 관악구 청림6길 3, 관악푸르지오 제상가동 제지1층 제비101(13)호 (봉천동)",08734,151-050,196384.544308046,442822.980265735,37.48779076963823,126.95991471016423
정담가옥,서울특별시 강남구 논현동 10-7,"서울특별시 강남구 논현로149길 31, 1동 지상1층 101-1호 (논현동)",06040,135-812,202224.687390502,446167.05438459,37.51792868497535,127.02596793627774
솔솥,서울특별시 서초구 서초동 1570-4,"서울특별시 서초구 반포대로26길 63, 요단빌딩 1층 (서초동)",06645,137-874,201034.596619588,443252.398599809,37.491666770772675,127.01250031466367
밀팅's 샌드위치,서울특별시 서초구 반포동 51-12 지하1층 11호,"서울특별시 서초구 서초중앙로 215, 지하1층 11호 (반포동)",06593,137-802,200961.285921939,444290.367052389,37.50102001576842,127.01167259555513
류의 집,서울특별시 서초구 양재동 8-31 대경빌딩,"서울특별시 서초구 바우뫼로41길 77, 1층 101호 (양재동)",06742,137-887,203446.675140157,442412.045813754,37.48408846594531,127.03977471588705
낙성대 호프,서울특별시 관악구 봉천동 1628-29,"서울특별시 관악구 낙성대로 15, 1층 (봉천동)",08792,151-818,196338.278279396,441660.965249239,37.47731961233448,126.95939729032021
이수간짜장,서울특별시 동작구 사당동 141-175,"서울특별시 동작구 사당로29다길 2, 2층 (사당동)",07007,156-816,198125.492060002,442756.666691433,37.487198387699365,126.97960234110873
더 난곡 카페,서울특별시 관악구 신림동 646-131,"서울특별시 관악구 난곡로24가길 53, 1층 (신림동)",08856,151-883,193170.97853227,440810.39899547,37.469637135060225,126.92359286618651
수미식당,서울특별시 영등포구 대림동 706-17 대림빌딩,"서울특별시 영등포구 도림로 140, 대림빌딩 지하1층 B101호 (대림동)",07417,150-814,190880.239096486,443444.22840271,37.49335091542683,126.89766178048426
사케바신콘,서울특별시 마포구 동교동 147-48,"서울특별시 마포구 양화로23길 10-10, 1층 일부호 (동교동)",03985,121-816,193371.061225046,450783.227713331,37.559503706332876,126.92576502852401
야키도리 수다,서울특별시 강남구 삼성동 153-29,"서울특별시 강남구 테헤란로87길 57, 지하1층 (삼성동)",06166,135-878,204987.462329279,445453.355251637,37.51148674776334,127.0572184169756
압집,서울특별시 강남구 신사동 657-30,"서울특별시 강남구 도산대로51길 42, 지상2층 (신사동)",06018,135-897,203319.196326473,447071.387250871,37.526074331960324,127.03835422157145
카페마마스 키친 역삼센터필드점,서울특별시 강남구 역삼동 676 센터필드,"서울특별시 강남구 테헤란로 231, 센터필드 더샵스앤센터필드 지하2층 WB54호 (역삼동)",06142,135-915,203599.062771687,444556.062267296,37.50340768740525,127.04150838689493
푸에르코 숭례문점,서울특별시 중구 남대문로5가 831,"서울특별시 중구 세종대로 14, 2층 201호 (남대문로5가)",04527,100-095,197666.569166046,450622.931217442,37.55808017362184,126.97438768840611
유한(YOUHAN),서울특별시 용산구 한남동 684-94,"서울특별시 용산구 대사관로5길 10-5, 1층 (한남동)",04400,140-891,200026.091937656,448064.456879232,37.53502883162532,127.00109524604113
보리일가,서울특별시 성동구 도선동 343-11,"서울특별시 성동구 왕십리로30길 2-1, 1층 (도선동)",04707,133-883,202666.506877842,451372.255803611,37.564831381834985,127.03098515256448
아지트,서울특별시 성동구 도선동 68 장성빌딩,"서울특별시 성동구 무학로2길 46, 장성빌딩 2층 (도선동)",04709,133-882,202985.06683232,451131.062597967,37.56265703049313,127.03459030425267
김치찜에진심,서울특별시 광진구 화양동 500-3 1층,"서울특별시 광진구 능동로16길 35, 1층 (화양동)",05021,143-926,206559.949702901,449201.971981633,37.545255602638285,127.07503992865898
부오이카페,서울특별시 광진구 자양동 57-68 1층,"서울특별시 광진구 뚝섬로24길 40, 1층 (자양동)",05083,143-844,205493.388021995,448057.0230773,37.53494548675006,127.06296093260414
더꼬치다(구의점),서울특별시 광진구 구의동 211-3 1층,"서울특별시 광진구 아차산로65길 11, 1층 (구의동)",05035,143-822,208227.684165199,448746.824686171,37.54114091976378,127.09390880694943
